Sample_ID,Architecture,Tool,Success_Status,Time_s,Mem_MB,Func_Count,Block_Count,IR_Stmt_Count
CWE401_Memory_Leak__strdup_char_34_mips_O0.good,MIPS,angr,Success,1.01,134.78,106,219,4856
CWE401_Memory_Leak__strdup_char_34_mips_O0.good,MIPS,bap,Success,4.59,28.76,0,1541,1389
CWE401_Memory_Leak__strdup_char_34_mips_O0.good,MIPS,llvm,Success,.01,8.40,0,0,0
CWE366_Race_Condition_Within_Thread__global_int_06_armel_Ofast.bad,ARM,ghidra,Success,8.57,750.21,134,262,6147
CWE366_Race_Condition_Within_Thread__global_int_06_armel_Ofast.bad,ARM,angr,Success,.92,133.35,117,286,4425
CWE366_Race_Condition_Within_Thread__global_int_06_armel_Ofast.bad,ARM,bap,Success,4.56,28.32,0,1003,1895
CWE366_Race_Condition_Within_Thread__global_int_06_armel_Ofast.bad,ARM,llvm,Success,.01,8.79,0,0,0
CWE401_Memory_Leak__twoIntsStruct_realloc_12_x86_64_O1.bad,x86-64,ghidra,Success,7.88,697.00,132,248,2536
CWE401_Memory_Leak__twoIntsStruct_realloc_12_x86_64_O1.bad,x86-64,angr,Success,.93,134.49,153,322,3736
CWE401_Memory_Leak__twoIntsStruct_realloc_12_x86_64_O1.bad,x86-64,bap,Success,4.63,28.71,0,787,2053
CWE401_Memory_Leak__twoIntsStruct_realloc_12_x86_64_O1.bad,x86-64,llvm,Success,.01,9.93,0,0,826
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_10_armel_Os.bad,ARM,ghidra,Success,65.78,936.29,1303,32070,735553
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_10_armel_Os.bad,ARM,angr,Success,21.82,509.29,3534,33555,656718
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_10_armel_Os.bad,ARM,bap,Success,40.50,28.92,0,123686,219141
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_10_armel_Os.bad,ARM,llvm,Success,.01,8.66,0,0,0
CWE401_Memory_Leak__int64_t_malloc_10_armel_Os.bad,ARM,ghidra,Success,8.47,747.89,136,233,5693
CWE401_Memory_Leak__int64_t_malloc_10_armel_Os.bad,ARM,angr,Success,.92,133.62,118,258,4017
CWE401_Memory_Leak__int64_t_malloc_10_armel_Os.bad,ARM,bap,Success,4.52,28.58,0,876,1684
CWE401_Memory_Leak__int64_t_malloc_10_armel_Os.bad,ARM,llvm,Success,.01,8.36,0,0,0
CWE401_Memory_Leak__int64_t_realloc_08_armel_O1.good,ARM,ghidra,Success,65.38,959.33,1304,32100,736007
CWE401_Memory_Leak__int64_t_realloc_08_armel_O1.good,ARM,angr,Success,21.52,513.33,3768,33606,657850
CWE401_Memory_Leak__int64_t_realloc_08_armel_O1.good,ARM,bap,Success,40.80,29.02,0,123865,219673
CWE401_Memory_Leak__int64_t_realloc_08_armel_O1.good,ARM,llvm,Success,.01,8.81,0,0,0
CWE401_Memory_Leak__malloc_realloc_int_13_riscv64_O0.bad,UCB RISC-V,ghidra,Success,8.19,745.76,132,230,2743
CWE401_Memory_Leak__malloc_realloc_int_13_riscv64_O0.bad,UCB RISC-V,angr,Failure - Crash,.72,112.61,0,0,0
CWE401_Memory_Leak__malloc_realloc_int_13_riscv64_O0.bad,UCB RISC-V,bap,Success,4.43,27.99,0,1175,1184
CWE401_Memory_Leak__malloc_realloc_int_13_riscv64_O0.bad,UCB RISC-V,llvm,Success,.01,8.60,0,0,0
CWE366_Race_Condition_Within_Thread__global_int_11_x86_64_O3.good,x86-64,ghidra,Success,7.82,728.75,132,291,3077
CWE366_Race_Condition_Within_Thread__global_int_11_x86_64_O3.good,x86-64,angr,Success,.92,135.93,224,433,4299
CWE366_Race_Condition_Within_Thread__global_int_11_x86_64_O3.good,x86-64,bap,Success,4.64,28.07,0,926,2396
CWE366_Race_Condition_Within_Thread__global_int_11_x86_64_O3.good,x86-64,llvm,Success,.01,9.79,0,0,997
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_06_armel_Ofast.good,ARM,ghidra,Success,8.54,757.82,138,245,5995
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_06_armel_Ofast.good,ARM,angr,Success,.94,133.37,119,271,4151
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_06_armel_Ofast.good,ARM,bap,Success,4.50,28.08,0,943,1792
CWE401_Memory_Leak__malloc_realloc_struct_twoIntsStruct_06_armel_Ofast.good,ARM,llvm,Success,.01,8.69,0,0,0
CWE401_Memory_Leak__twoIntsStruct_malloc_02_riscv64_Ofast.bad,UCB RISC-V,ghidra,Success,7.94,734.82,126,197,1573
CWE401_Memory_Leak__twoIntsStruct_malloc_02_riscv64_Ofast.bad,UCB RISC-V,angr,Failure - Crash,.75,112.67,0,0,0
CWE401_Memory_Leak__twoIntsStruct_malloc_02_riscv64_Ofast.bad,UCB RISC-V,bap,Success,4.40,28.21,0,719,745
CWE401_Memory_Leak__twoIntsStruct_malloc_02_riscv64_Ofast.bad,UCB RISC-V,llvm,Success,.01,8.39,0,0,0
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_44_armel_O3.good,ARM,ghidra,Success,65.68,998.59,1303,32068,735606
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_44_armel_O3.good,ARM,angr,Success,21.68,512.05,3617,33584,656610
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_44_armel_O3.good,ARM,bap,Success,41.03,28.46,0,123688,219174
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_44_armel_O3.good,ARM,llvm,Success,.01,8.51,0,0,0
CWE366_Race_Condition_Within_Thread__int_byref_05_x86_64_Ofast.bad,x86-64,ghidra,Success,7.86,756.51,132,295,3071
CWE366_Race_Condition_Within_Thread__int_byref_05_x86_64_Ofast.bad,x86-64,angr,Success,.93,135.80,223,437,4548
CWE366_Race_Condition_Within_Thread__int_byref_05_x86_64_Ofast.bad,x86-64,bap,Success,4.62,28.30,0,974,2347
CWE366_Race_Condition_Within_Thread__int_byref_05_x86_64_Ofast.bad,x86-64,llvm,Success,.02,9.80,0,0,1046
CWE197_Numeric_Truncation_Error__int_large_to_short_02_riscv64_Os.good,UCB RISC-V,ghidra,Success,7.80,772.54,122,173,1356
CWE197_Numeric_Truncation_Error__int_large_to_short_02_riscv64_Os.good,UCB RISC-V,angr,Failure - Crash,.77,112.60,0,0,0
CWE197_Numeric_Truncation_Error__int_large_to_short_02_riscv64_Os.good,UCB RISC-V,bap,Success,5.28,28.56,0,618,636
CWE197_Numeric_Truncation_Error__int_large_to_short_02_riscv64_Os.good,UCB RISC-V,llvm,Success,.01,8.35,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_short_03_mips_Os.bad,MIPS,ghidra,Success,7.91,764.19,104,164,2425
CWE197_Numeric_Truncation_Error__int_rand_to_short_03_mips_Os.bad,MIPS,angr,Success,.97,133.26,102,188,2647
CWE197_Numeric_Truncation_Error__int_rand_to_short_03_mips_Os.bad,MIPS,bap,Success,8.62,28.29,0,813,792
CWE197_Numeric_Truncation_Error__int_rand_to_short_03_mips_Os.bad,MIPS,llvm,Success,.01,8.58,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_short_03_riscv64_Os.bad,UCB RISC-V,ghidra,Success,6.67,684.44,128,184,1470
CWE197_Numeric_Truncation_Error__int_fgets_to_short_03_riscv64_Os.bad,UCB RISC-V,angr,Failure - Crash,.77,112.79,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_short_03_riscv64_Os.bad,UCB RISC-V,bap,Success,8.44,28.41,0,665,683
CWE197_Numeric_Truncation_Error__int_fgets_to_short_03_riscv64_Os.bad,UCB RISC-V,llvm,Success,.01,8.72,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_short_34_x86_64_O2.good,x86-64,ghidra,Success,6.60,713.64,134,188,1997
CWE197_Numeric_Truncation_Error__int_fgets_to_short_34_x86_64_O2.good,x86-64,angr,Success,.92,135.35,212,321,2783
CWE197_Numeric_Truncation_Error__int_fgets_to_short_34_x86_64_O2.good,x86-64,bap,Success,10.84,29.02,0,640,1549
CWE197_Numeric_Truncation_Error__int_fgets_to_short_34_x86_64_O2.good,x86-64,llvm,Success,.01,10.06,0,0,743
CWE197_Numeric_Truncation_Error__int_rand_to_short_41_x86_64_O2.good,x86-64,ghidra,Success,6.42,717.21,130,187,2133
CWE197_Numeric_Truncation_Error__int_rand_to_short_41_x86_64_O2.good,x86-64,angr,Success,.85,134.91,208,316,2804
CWE197_Numeric_Truncation_Error__int_rand_to_short_41_x86_64_O2.good,x86-64,bap,Success,11.26,28.09,0,634,1573
CWE197_Numeric_Truncation_Error__int_rand_to_short_41_x86_64_O2.good,x86-64,llvm,Success,.02,9.93,0,0,736
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_04_mips_O3.bad,MIPS,ghidra,Success,6.44,678.09,107,174,2611
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_04_mips_O3.bad,MIPS,angr,Success,.99,133.35,105,199,2761
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_04_mips_O3.bad,MIPS,bap,Success,4.55,28.34,0,893,865
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_04_mips_O3.bad,MIPS,llvm,Success,.01,8.84,0,0,0
CWE401_Memory_Leak__int64_t_malloc_44_armel_O1.good,ARM,ghidra,Success,8.69,794.54,137,243,5963
CWE401_Memory_Leak__int64_t_malloc_44_armel_O1.good,ARM,angr,Success,.95,133.42,117,268,4272
CWE401_Memory_Leak__int64_t_malloc_44_armel_O1.good,ARM,bap,Success,4.52,27.98,0,917,1785
CWE401_Memory_Leak__int64_t_malloc_44_armel_O1.good,ARM,llvm,Success,.01,8.64,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_short_13_riscv64_Ofast.bad,UCB RISC-V,ghidra,Success,7.93,808.58,128,196,1622
CWE197_Numeric_Truncation_Error__int_fgets_to_short_13_riscv64_Ofast.bad,UCB RISC-V,angr,Failure - Crash,.74,112.61,0,0,0
CWE197_Numeric_Truncation_Error__int_fgets_to_short_13_riscv64_Ofast.bad,UCB RISC-V,bap,Success,4.42,28.72,0,735,753
CWE197_Numeric_Truncation_Error__int_fgets_to_short_13_riscv64_Ofast.bad,UCB RISC-V,llvm,Success,.01,8.68,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_calloc_21_armel_Os.good,ARM,ghidra,Success,65.39,1052.46,1303,32073,735529
CWE401_Memory_Leak__struct_twoIntsStruct_calloc_21_armel_Os.good,ARM,angr,Success,21.57,509.74,3625,33538,656768
CWE401_Memory_Leak__struct_twoIntsStruct_calloc_21_armel_Os.good,ARM,bap,Success,40.57,28.53,0,123788,219538
CWE401_Memory_Leak__struct_twoIntsStruct_calloc_21_armel_Os.good,ARM,llvm,Success,.01,8.67,0,0,0
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_16_mips_Os.good,MIPS,ghidra,Success,8.11,800.63,106,158,2384
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_16_mips_Os.good,MIPS,angr,Success,.98,133.71,104,183,2549
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_16_mips_Os.good,MIPS,bap,Success,4.40,28.03,0,808,784
CWE197_Numeric_Truncation_Error__int_fscanf_to_char_16_mips_Os.good,MIPS,llvm,Success,.01,8.64,0,0,0
CWE401_Memory_Leak__malloc_realloc_int_13_armel_O1.bad,ARM,ghidra,Success,66.16,1041.73,1302,32110,736084
CWE401_Memory_Leak__malloc_realloc_int_13_armel_O1.bad,ARM,angr,Success,21.67,509.56,3573,33622,657809
CWE401_Memory_Leak__malloc_realloc_int_13_armel_O1.bad,ARM,bap,Success,40.88,28.40,0,123882,219679
CWE401_Memory_Leak__malloc_realloc_int_13_armel_O1.bad,ARM,llvm,Success,.01,8.68,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_short_32_riscv64_O3.good,UCB RISC-V,ghidra,Success,7.83,762.87,122,187,1526
CWE197_Numeric_Truncation_Error__int_rand_to_short_32_riscv64_O3.good,UCB RISC-V,angr,Failure - Crash,.75,112.59,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_short_32_riscv64_O3.good,UCB RISC-V,bap,Success,4.36,28.53,0,691,700
CWE197_Numeric_Truncation_Error__int_rand_to_short_32_riscv64_O3.good,UCB RISC-V,llvm,Success,.01,8.78,0,0,0
CWE366_Race_Condition_Within_Thread__int_byref_04_riscv64_O2.bad,UCB RISC-V,ghidra,Success,7.79,733.93,125,232,1791
CWE366_Race_Condition_Within_Thread__int_byref_04_riscv64_O2.bad,UCB RISC-V,angr,Failure - Crash,.74,112.45,0,0,0
CWE366_Race_Condition_Within_Thread__int_byref_04_riscv64_O2.bad,UCB RISC-V,bap,Success,4.41,28.13,0,827,857
CWE366_Race_Condition_Within_Thread__int_byref_04_riscv64_O2.bad,UCB RISC-V,llvm,Success,.01,8.67,0,0,0
CWE401_Memory_Leak__char_realloc_34_mips_Ofast.bad,MIPS,ghidra,Success,8.31,829.44,108,175,2725
CWE401_Memory_Leak__char_realloc_34_mips_Ofast.bad,MIPS,angr,Success,.99,133.52,106,200,2866
CWE401_Memory_Leak__char_realloc_34_mips_Ofast.bad,MIPS,bap,Success,4.42,28.54,0,923,895
CWE401_Memory_Leak__char_realloc_34_mips_Ofast.bad,MIPS,llvm,Success,.01,8.66,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_03_mips_O3.good,MIPS,ghidra,Success,8.20,724.80,107,174,2611
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_03_mips_O3.good,MIPS,angr,Success,.98,133.55,105,199,2761
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_03_mips_O3.good,MIPS,bap,Success,4.47,28.42,0,893,865
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_03_mips_O3.good,MIPS,llvm,Success,.01,8.57,0,0,0
CWE401_Memory_Leak__char_realloc_06_mips_Ofast.bad,MIPS,ghidra,Success,8.24,725.91,108,175,2709
CWE401_Memory_Leak__char_realloc_06_mips_Ofast.bad,MIPS,angr,Success,1.00,133.73,106,200,2867
CWE401_Memory_Leak__char_realloc_06_mips_Ofast.bad,MIPS,bap,Success,4.44,28.54,0,920,892
CWE401_Memory_Leak__char_realloc_06_mips_Ofast.bad,MIPS,llvm,Success,.01,8.31,0,0,0
CWE401_Memory_Leak__int_malloc_21_x86_64_O0.bad,x86-64,ghidra,Success,7.80,767.92,138,237,3215
CWE401_Memory_Leak__int_malloc_21_x86_64_O0.bad,x86-64,angr,Success,.90,134.75,159,311,4729
CWE401_Memory_Leak__int_malloc_21_x86_64_O0.bad,x86-64,bap,Success,4.62,28.00,0,1079,2361
CWE401_Memory_Leak__int_malloc_21_x86_64_O0.bad,x86-64,llvm,Success,.01,10.10,0,0,1121
CWE401_Memory_Leak__int64_t_malloc_03_armel_Ofast.bad,ARM,ghidra,Success,8.55,753.42,135,225,5652
CWE401_Memory_Leak__int64_t_malloc_03_armel_Ofast.bad,ARM,angr,Success,.93,133.86,117,250,3890
CWE401_Memory_Leak__int64_t_malloc_03_armel_Ofast.bad,ARM,bap,Success,4.61,28.51,0,866,1659
CWE401_Memory_Leak__int64_t_malloc_03_armel_Ofast.bad,ARM,llvm,Success,.01,8.30,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_calloc_31_x86_64_Ofast.bad,x86-64,ghidra,Success,7.83,874.10,136,200,2189
CWE401_Memory_Leak__struct_twoIntsStruct_calloc_31_x86_64_Ofast.bad,x86-64,angr,Success,.92,135.29,215,334,3005
CWE401_Memory_Leak__struct_twoIntsStruct_calloc_31_x86_64_Ofast.bad,x86-64,bap,Success,4.56,28.39,0,687,1699
CWE401_Memory_Leak__struct_twoIntsStruct_calloc_31_x86_64_Ofast.bad,x86-64,llvm,Success,.01,9.93,0,0,784
CWE401_Memory_Leak__malloc_realloc_char_08_x86_64_O3.good,x86-64,ghidra,Success,7.85,819.95,135,199,2129
CWE401_Memory_Leak__malloc_realloc_char_08_x86_64_O3.good,x86-64,angr,Success,.94,135.02,214,333,2942
CWE401_Memory_Leak__malloc_realloc_char_08_x86_64_O3.good,x86-64,bap,Success,4.54,28.16,0,680,1669
CWE401_Memory_Leak__malloc_realloc_char_08_x86_64_O3.good,x86-64,llvm,Success,.01,10.01,0,0,784
CWE401_Memory_Leak__int_realloc_32_armel_O1.bad,ARM,ghidra,Success,65.90,1123.99,1303,32092,735852
CWE401_Memory_Leak__int_realloc_32_armel_O1.bad,ARM,angr,Success,22.50,511.14,3607,33590,657149
CWE401_Memory_Leak__int_realloc_32_armel_O1.bad,ARM,bap,Success,40.38,28.65,0,123742,219364
CWE401_Memory_Leak__int_realloc_32_armel_O1.bad,ARM,llvm,Success,.01,8.66,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_short_32_mips_O3.good,MIPS,ghidra,Success,8.17,734.64,104,165,2457
CWE197_Numeric_Truncation_Error__int_rand_to_short_32_mips_O3.good,MIPS,angr,Success,.98,133.52,102,189,2626
CWE197_Numeric_Truncation_Error__int_rand_to_short_32_mips_O3.good,MIPS,bap,Success,4.39,28.31,0,827,802
CWE197_Numeric_Truncation_Error__int_rand_to_short_32_mips_O3.good,MIPS,llvm,Success,.01,8.69,0,0,0
CWE484_Omitted_Break_Statement_in_Switch__basic_18_riscv64_Ofast.good,UCB RISC-V,ghidra,Success,7.90,673.16,122,202,1581
CWE484_Omitted_Break_Statement_in_Switch__basic_18_riscv64_Ofast.good,UCB RISC-V,angr,Failure - Crash,.76,112.54,0,0,0
CWE484_Omitted_Break_Statement_in_Switch__basic_18_riscv64_Ofast.good,UCB RISC-V,bap,Success,4.44,28.94,0,737,756
CWE484_Omitted_Break_Statement_in_Switch__basic_18_riscv64_Ofast.good,UCB RISC-V,llvm,Success,.01,8.69,0,0,0
CWE401_Memory_Leak__int_realloc_31_x86_64_O3.good,x86-64,ghidra,Success,7.69,728.30,132,192,2017
CWE401_Memory_Leak__int_realloc_31_x86_64_O3.good,x86-64,angr,Success,.91,134.68,210,323,2805
CWE401_Memory_Leak__int_realloc_31_x86_64_O3.good,x86-64,bap,Success,4.54,28.45,0,644,1577
CWE401_Memory_Leak__int_realloc_31_x86_64_O3.good,x86-64,llvm,Success,.01,10.01,0,0,744
CWE401_Memory_Leak__int_malloc_04_riscv64_O2.good,UCB RISC-V,ghidra,Success,7.98,660.96,126,194,1512
CWE401_Memory_Leak__int_malloc_04_riscv64_O2.good,UCB RISC-V,angr,Failure - Crash,.76,112.19,0,0,0
CWE401_Memory_Leak__int_malloc_04_riscv64_O2.good,UCB RISC-V,bap,Success,4.40,28.80,0,694,719
CWE401_Memory_Leak__int_malloc_04_riscv64_O2.good,UCB RISC-V,llvm,Success,.01,8.31,0,0,0
CWE401_Memory_Leak__int64_t_realloc_09_x86_64_Os.bad,x86-64,ghidra,Success,7.76,712.50,133,202,1968
CWE401_Memory_Leak__int64_t_realloc_09_x86_64_Os.bad,x86-64,angr,Success,.89,134.15,155,277,2880
CWE401_Memory_Leak__int64_t_realloc_09_x86_64_Os.bad,x86-64,bap,Success,4.53,29.10,0,650,1559
CWE401_Memory_Leak__int64_t_realloc_09_x86_64_Os.bad,x86-64,llvm,Success,.01,9.91,0,0,694
CWE197_Numeric_Truncation_Error__int_fgets_to_char_02_mips_Ofast.bad,MIPS,ghidra,Success,8.24,760.02,109,169,2519
CWE197_Numeric_Truncation_Error__int_fgets_to_char_02_mips_Ofast.bad,MIPS,angr,Success,.98,133.78,107,195,2710
CWE197_Numeric_Truncation_Error__int_fgets_to_char_02_mips_Ofast.bad,MIPS,bap,Success,4.39,28.59,0,867,838
CWE197_Numeric_Truncation_Error__int_fgets_to_char_02_mips_Ofast.bad,MIPS,llvm,Success,.02,8.58,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_char_42_mips_Ofast.good,MIPS,ghidra,Success,8.21,708.61,105,176,2614
CWE197_Numeric_Truncation_Error__int_rand_to_char_42_mips_Ofast.good,MIPS,angr,Success,.98,133.32,103,200,2800
CWE197_Numeric_Truncation_Error__int_rand_to_char_42_mips_Ofast.good,MIPS,bap,Success,4.41,28.15,0,852,829
CWE197_Numeric_Truncation_Error__int_rand_to_char_42_mips_Ofast.good,MIPS,llvm,Success,.01,8.40,0,0,0
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_03_mips_O0.bad,MIPS,ghidra,Success,8.18,728.78,110,206,3998
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_03_mips_O0.bad,MIPS,angr,Success,1.10,134.69,108,231,4922
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_03_mips_O0.bad,MIPS,bap,Success,4.58,28.77,0,1598,1440
CWE401_Memory_Leak__struct_twoIntsStruct_malloc_03_mips_O0.bad,MIPS,llvm,Success,.01,8.70,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_char_42_armel_O3.good,ARM,ghidra,Success,65.59,1000.50,1302,32079,735605
CWE197_Numeric_Truncation_Error__int_rand_to_char_42_armel_O3.good,ARM,angr,Success,22.00,510.36,3550,33557,656721
CWE197_Numeric_Truncation_Error__int_rand_to_char_42_armel_O3.good,ARM,bap,Success,40.79,28.67,0,123749,219377
CWE197_Numeric_Truncation_Error__int_rand_to_char_42_armel_O3.good,ARM,llvm,Success,.01,8.37,0,0,0
CWE484_Omitted_Break_Statement_in_Switch__basic_13_x86_64_O0.good,x86-64,ghidra,Success,7.72,780.03,130,245,3294
CWE484_Omitted_Break_Statement_in_Switch__basic_13_x86_64_O0.good,x86-64,angr,Success,.91,134.72,150,316,4682
CWE484_Omitted_Break_Statement_in_Switch__basic_13_x86_64_O0.good,x86-64,bap,Success,4.73,28.28,0,1052,2356
CWE484_Omitted_Break_Statement_in_Switch__basic_13_x86_64_O0.good,x86-64,llvm,Success,.01,10.13,0,0,1087
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_17_armel_Ofast.bad,ARM,ghidra,Success,65.69,954.60,1303,32068,735606
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_17_armel_Ofast.bad,ARM,angr,Success,21.67,511.85,3617,33584,656610
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_17_armel_Ofast.bad,ARM,bap,Success,40.60,28.52,0,123688,219174
CWE197_Numeric_Truncation_Error__int_fscanf_to_short_17_armel_Ofast.bad,ARM,llvm,Success,.01,8.80,0,0,0
CWE366_Race_Condition_Within_Thread__global_int_06_armel_Ofast.good,ARM,ghidra,Success,8.46,693.14,134,262,6147
CWE366_Race_Condition_Within_Thread__global_int_06_armel_Ofast.good,ARM,angr,Success,.93,133.57,117,286,4425
CWE366_Race_Condition_Within_Thread__global_int_06_armel_Ofast.good,ARM,bap,Success,4.58,28.37,0,1003,1895
CWE366_Race_Condition_Within_Thread__global_int_06_armel_Ofast.good,ARM,llvm,Success,.01,8.38,0,0,0
CWE197_Numeric_Truncation_Error__int_rand_to_char_17_armel_O1.good,ARM,ghidra,Success,67.50,983.42,1302,32092,735826
CWE197_Numeric_Truncation_Error__int_rand_to_char_17_armel_O1.good,ARM,angr,Success,22.55,511.06,3604,33590,657165
CWE197_Numeric_Truncation_Error__int_rand_to_char_17_armel_O1.good,ARM,bap,Success,40.53,28.47,0,123739,219359
CWE197_Numeric_Truncation_Error__int_rand_to_char_17_armel_O1.good,ARM,llvm,Success,.01,8.49,0,0,0
CWE484_Omitted_Break_Statement_in_Switch__basic_03_mips_O0.bad,MIPS,ghidra,Success,8.24,747.50,106,223,3846
CWE484_Omitted_Break_Statement_in_Switch__basic_03_mips_O0.bad,MIPS,angr,Success,1.01,134.69,104,247,4976
CWE484_Omitted_Break_Statement_in_Switch__basic_03_mips_O0.bad,MIPS,bap,Success,4.57,28.63,0,1639,1449
CWE484_Omitted_Break_Statement_in_Switch__basic_03_mips_O0.bad,MIPS,llvm,Success,.01,8.56,0,0,0
CWE197_Numeric_Truncation_Error__int_large_to_short_10_armel_O2.bad,ARM,ghidra,Success,66.15,1043.27,1302,32068,735571
CWE197_Numeric_Truncation_Error__int_large_to_short_10_armel_O2.bad,ARM,angr,Success,22.38,513.62,3655,33604,656792
CWE197_Numeric_Truncation_Error__int_large_to_short_10_armel_O2.bad,ARM,bap,Success,40.93,28.48,0,123790,219497
CWE197_Numeric_Truncation_Error__int_large_to_short_10_armel_O2.bad,ARM,llvm,Success,.01,8.41,0,0,0
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_21_x86_64_O2.bad,x86-64,ghidra,Success,7.74,710.48,146,203,2138
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_21_x86_64_O2.bad,x86-64,angr,Success,.93,135.18,227,347,3014
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_21_x86_64_O2.bad,x86-64,bap,Success,4.62,28.24,0,691,1647
CWE197_Numeric_Truncation_Error__int_connect_socket_to_short_21_x86_64_O2.bad,x86-64,llvm,Success,.01,10.33,0,0,805
CWE401_Memory_Leak__int64_t_realloc_07_x86_64_O2.bad,x86-64,ghidra,Success,7.87,672.63,133,193,2030
CWE401_Memory_Leak__int64_t_realloc_07_x86_64_O2.bad,x86-64,angr,Success,.90,135.09,212,325,2801
CWE401_Memory_Leak__int64_t_realloc_07_x86_64_O2.bad,x86-64,bap,Success,4.53,28.62,0,645,1591
CWE401_Memory_Leak__int64_t_realloc_07_x86_64_O2.bad,x86-64,llvm,Success,.01,10.05,0,0,747
CWE401_Memory_Leak__int_malloc_06_mips_Ofast.good,MIPS,ghidra,Success,8.30,763.32,108,172,2501
CWE401_Memory_Leak__int_malloc_06_mips_Ofast.good,MIPS,angr,Success,1.02,133.40,106,197,2648
CWE401_Memory_Leak__int_malloc_06_mips_Ofast.good,MIPS,bap,Success,4.49,28.25,0,862,835
CWE401_Memory_Leak__int_malloc_06_mips_Ofast.good,MIPS,llvm,Success,.01,8.69,0,0,0
CWE401_Memory_Leak__malloc_realloc_char_02_mips_O1.bad,MIPS,ghidra,Success,8.05,777.89,108,207,3166
CWE401_Memory_Leak__malloc_realloc_char_02_mips_O1.bad,MIPS,angr,Success,1.02,134.26,107,234,3630
CWE401_Memory_Leak__malloc_realloc_char_02_mips_O1.bad,MIPS,bap,Success,4.45,28.22,0,1107,1055
CWE401_Memory_Leak__malloc_realloc_char_02_mips_O1.bad,MIPS,llvm,Success,.01,8.67,0,0,0
CWE366_Race_Condition_Within_Thread__global_int_17_x86_64_O1.bad,x86-64,ghidra,Success,7.72,761.36,130,248,2504
CWE366_Race_Condition_Within_Thread__global_int_17_x86_64_O1.bad,x86-64,angr,Success,.93,133.87,150,319,3862
CWE366_Race_Condition_Within_Thread__global_int_17_x86_64_O1.bad,x86-64,bap,Success,4.74,28.72,0,788,2018
CWE366_Race_Condition_Within_Thread__global_int_17_x86_64_O1.bad,x86-64,llvm,Success,.01,9.93,0,0,817
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_01_x86_64_O0.good,x86-64,ghidra,Success,7.66,797.75,136,220,3026
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_01_x86_64_O0.good,x86-64,angr,Success,.92,134.64,158,297,4379
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_01_x86_64_O0.good,x86-64,bap,Success,4.66,28.14,0,1008,2205
CWE401_Memory_Leak__struct_twoIntsStruct_realloc_01_x86_64_O0.good,x86-64,llvm,Success,.01,9.91,0,0,1053
CWE401_Memory_Leak__malloc_realloc_int64_t_17_armel_O3.bad,ARM,ghidra,Success,8.60,749.87,137,235,5852
CWE401_Memory_Leak__malloc_realloc_int64_t_17_armel_O3.bad,ARM,angr,Success,.95,133.84,118,261,4050
